shape,noise,cd_noisy,cd_denoised,centroid_shift,scale_ratio,mean_disp
Icosahedron,0.01,2.3978110272965893,1.6566276775203674,0.008621259951176822,0.973376780867987,1.1357332272782665
Icosahedron,0.02,5.124044003336765,2.428563340591158,0.016623564524284627,0.9750717776338927,1.1313385004428178
Octahedron,0.01,2.0988045388810423,1.3597942479404808,0.006922398810619329,0.9759984046581003,0.9434595485140399
Octahedron,0.02,4.43631376444545,1.894484532643285,0.015262352021667517,0.9682631003964711,0.9449764186315766
camel,0.01,1.3245339496830464,0.8655324442783949,0.008380451246674107,0.971784975906576,0.6663107896218805
camel,0.02,2.9868273130590794,1.3132561920436416,0.014066232169408598,0.9466681332696176,0.662726186295032
casting,0.01,2.1207442338771365,2.0281011318827615,0.006726248184360465,0.9850497824052368,0.7799279791456751
casting,0.02,3.948834426516039,2.930597909626707,0.010615910317787762,0.9842536486108994,0.7893060599010737
chair,0.01,1.3891223305699096,1.1303466230136483,0.01855484870279651,0.9956838198169413,0.6913232079076254
chair,0.02,2.873163000258001,1.5715873163289786,0.017017127513695315,0.9893506480932187,0.6975173042614741
coverrear_Lp,0.01,2.101725671833014,1.440608146670987,0.007451839990569568,0.978797339621141,0.9407612618273934
coverrear_Lp,0.02,4.3943833552493885,2.11610577426584,0.021932042712988792,0.9873550040293049,0.9361644692238801
cow,0.01,1.4406370414758056,0.8491422651682974,0.014757316764630221,0.9847464519419714,0.6959333639562796
cow,0.02,3.2254335600679003,1.3092099400038502,0.009194905046653174,0.9748456377268485,0.7070641506377052
duck,0.01,2.127587016604918,1.4111458049738042,0.002220949105852272,0.991555758874806,0.8976894010076656
duck,0.02,4.482843967631579,1.9612544350698116,0.008904578048346911,0.9847585319220017,0.8935796597872105
eight,0.01,1.6380037259254279,0.9445399961474377,0.005999944716798213,0.9767984331317232,0.8205473791302762
eight,0.02,3.66033459247681,1.3370136602570404,0.018402115918750312,0.9803505242631148,0.8222775457323296
elephant,0.01,1.473099934657213,0.9235249999234654,0.014936785080771888,0.9827882931847358,0.6296219436085034
elephant,0.02,3.287035479330072,1.4652835199258933,0.008092997832137312,0.9744226019309983,0.6236880264512576
elk,0.01,1.8635326844072688,1.3401097217828073,0.008731858118226861,0.9972848241794738,0.752341494169688
elk,0.02,3.8564548974359463,1.9208865897606378,0.015951329245705095,0.9943144127058223,0.7451996301944036
fandisk,0.01,1.6599582050589619,1.005716750831943,0.004929509169602455,0.9759299855511817,0.6859590899647242
fandisk,0.02,3.583083633517469,1.4613120579881624,0.006557997622578921,0.9782406818385477,0.6901120553151978
genus3,0.01,2.049611874179151,1.3636787381723168,0.0077671713990509535,1.0100441774971314,0.8567693720263254
genus3,0.02,4.33472516698993,2.0173337865429057,0.01783073078967375,0.9947958062586053,0.8540411557716172
horse,0.01,1.2979985799929763,0.7035412055152744,0.008376112489215945,0.9886067952730452,0.6661839723925971
horse,0.02,3.0661151078484754,1.0972766585872005,0.015074475687149752,0.9547844529605785,0.6630277769668662
kitten,0.01,1.754950863581626,1.0818678919513791,0.0061068648657991755,0.9830759047641827,0.7727512603033614
kitten,0.02,3.855219038927577,1.5379086861012365,0.009391970588384967,0.9596000927172026,0.7743108198376827
moai,0.01,1.7641770175385045,1.0951408378189667,0.011270160580886562,0.9771539758381972,0.8127492497824658
moai,0.02,3.81202803406274,1.5230592445998707,0.004470024523281461,0.9674472940753163,0.8075435055053897
pig,0.01,1.7466903260470612,1.0530215977553437,0.017367943195268454,0.968393476766677,0.809454819222868
pig,0.02,3.8147481699936856,1.520674032161979,0.0127104236477287,0.960781411040427,0.8094335705015158
quadric,0.01,1.5453202610282877,0.9716744524526053,0.006572847988547764,0.9917473646922964,0.6974998521166133
quadric,0.02,3.297131083041805,1.4751769224483482,0.008722343714433674,0.9809709929702333,0.693785833329673
sculpt,0.01,2.6667896815548677,2.201620416693557,0.008394623179813668,0.9802223833003862,1.151386698609709
sculpt,0.02,6.143184301184444,3.5079781983477485,0.0036607110930691727,0.9577388730587909,1.1614963521832695
star,0.01,2.214712985886283,1.427131188347041,0.009635630093499931,0.9926035961819687,1.0280521705435828
star,0.02,4.658439866748124,2.0323196844754836,0.015504989655925948,0.9777819470841266,1.023632697369748
