regime,scene,tag,method,n,raw_rmse_cm,dRMSE,dMAE,disp_med_mm,disp_p95_mm,disp_med_sig,disp_med_ell,sigma_g_mm,ell_mm
iphone-frame,09c1414f1b,frame_002200.jpg,GLR,11800,5.340687163732544,0.144518239707625,0.04843576910639191,0.6188480420985271,8.65103655593268,1.4690965840905277,0.051453208870898104,0.4212439449735296,12.027394512941521
iphone-frame,09c1414f1b,frame_002200.jpg,Prior-v2,11800,5.340687163732544,0.0003096067398455915,0.00145940213054363,6.1623287524379e-05,0.09533609591034312,0.0001462888383641039,5.1235774675012555e-06,0.4212439449735296,12.027394512941521
iphone-frame,09c1414f1b,frame_003270.jpg,Bilateral,12288,3.4578151269242206,0.009080098891989241,-0.11603852651167479,0.2742296562916497,1.7256538344015575,0.43337623605838577,0.025420364464270914,0.6327750186591412,10.787794040154983
iphone-frame,09c1414f1b,frame_003270.jpg,MLS,12288,3.4578151269242206,-0.049971592415354316,-0.45702370892755084,0.6399839059042328,4.904300311728175,1.011392494996049,0.05932481686827918,0.6327750186591412,10.787794040154983
iphone-frame,09c1414f1b,frame_003270.jpg,GLR,12288,3.4578151269242206,-0.1404722397076119,-0.8195425287314873,0.8822702581863993,6.787133794692738,1.3942874335678648,0.08178412146362593,0.6327750186591412,10.787794040154983
iphone-frame,09c1414f1b,frame_003270.jpg,Prior-v2,12288,3.4578151269242206,0.0027152874481073397,0.007442217759734415,0.0010726677943002061,0.20920225457089828,0.0016951803737101116,9.943346992054385e-05,0.6327750186591412,10.787794040154983
iphone-frame,09c1414f1b,frame_004340.jpg,Bilateral,12288,3.610902860972471,-0.07991954266131085,-0.03713436155270422,0.17720385481763185,1.8962410329696038,0.4137741065751117,0.01847517517172645,0.4282623092841848,9.591457355724629
iphone-frame,09c1414f1b,frame_004340.jpg,MLS,12288,3.610902860972471,-0.2701977051986493,-0.200468208449589,0.40202932876331593,4.813629218530878,0.9387455284041659,0.041915353820704916,0.4282623092841848,9.591457355724629
iphone-frame,09c1414f1b,frame_004340.jpg,GLR,12288,3.610902860972471,-0.323591634513809,-0.32275034273572256,0.5520065717493552,6.619028687916098,1.288945019194093,0.05755189761254999,0.4282623092841848,9.591457355724629
iphone-frame,09c1414f1b,frame_004340.jpg,Prior-v2,12288,3.610902860972471,0.0010234520479213138,0.002363060052923416,0.00011057125793047117,0.10314796127145001,0.0002581858250778563,1.152809774553697e-05,0.4282623092841848,9.591457355724629
iphone-frame,09c1414f1b,frame_005450.jpg,Bilateral,12288,4.561954288273016,-0.08589425507652404,-0.14107258032365344,0.33248717293161867,3.1774875813373313,0.4035871451869097,0.02091271567337988,0.8238299373337319,15.898804254003897
iphone-frame,09c1414f1b,frame_005450.jpg,MLS,12288,4.561954288273016,-0.3483612666265179,-0.5009914984898334,0.7334739437410531,7.905923718791366,0.8903220308120487,0.04613390617160431,0.8238299373337319,15.898804254003897
iphone-frame,09c1414f1b,frame_005450.jpg,GLR,12288,4.561954288273016,-0.6687905053633925,-0.9153560720683185,0.9789277621678201,11.779304012321163,1.1882643694010284,0.061572414281389626,0.8238299373337319,15.898804254003897
iphone-frame,09c1414f1b,frame_005450.jpg,Prior-v2,12288,4.561954288273016,0.004409483835476902,0.00481296263925568,0.002541258581217626,0.3038700551423106,0.003084688311227853,0.00015983960431601671,0.8238299373337319,15.898804254003897
iphone-frame,09c1414f1b,frame_006610.jpg,Bilateral,12288,4.0502068635943465,-0.015170124275720731,-0.010592477714221893,0.26014107713800627,2.867813556230212,0.45604381871942373,0.018096171927410868,0.5704300025651955,14.375475551592535
iphone-frame,09c1414f1b,frame_006610.jpg,MLS,12288,4.0502068635943465,-0.19763761062101537,-0.17495122216402148,0.5718604620225617,7.154171005058773,1.002507684463345,0.03978028135002671,0.5704300025651955,14.375475551592535
