rel,R_identity,R_smooth,R_adawave,R_oracle,regret,regret_rel
0.25,5.181627153727327e-05,4.37676942849809e-05,4.073571036230013e-05,3.879166112796011e-05,1.944049234340021e-06,0.0501151324231072
0.5,0.00020726508614909308,0.00017122875095160946,0.00016015036650975388,0.0001553212945551517,4.829071954602166e-06,0.031090855690025503
1.0,0.0008290603445963723,0.000662676480878423,0.0006474575530738847,0.0006374082768406216,1.0049276233263082e-05,0.015765838942464527
